filename,width,height,class,xmin,ymin,xmax,ymax
14295e6c1c8cd41daa684ef100cca14e.jpeg,600,600,Tomates,113,234,366,453
90384_2018_04_18_19_15_08_055813.jpg,600,600,Tomates,364,148,405,216
56990_2017_07_20_21_30_33_289574.jpg,600,600,Tomates,111,306,188,393
33929_2017_04_10_18_41_47.jpg,600,600,Tomates,177,206,268,347
33929_2017_04_10_18_41_47.jpg,600,600,Tomates,353,193,441,290
8080_2016_09_14_13_14_19.jpg,600,600,Tomates,427,125,549,264
8080_2016_09_14_13_14_19.jpg,600,600,Tomates,147,385,213,483
256371_2018_05_09_18_19_12_602479.jpg,600,600,Tomates,333,331,375,383
404814_2018_05_25_17_06_06_534301.jpg,600,600,Tomates,137,122,375,421
329271_2018_04_30_14_35_06_108202.jpg,600,600,Tomates,386,114,538,317
329271_2018_04_30_14_35_06_108202.jpg,600,600,Tomates,151,455,280,601
329271_2018_04_30_14_35_06_108202.jpg,600,600,Tomates,0,61,91,214
68a982fb4e586ebad30ff3543ba303a8.jpeg,600,600,Tomates,66,191,315,520
15580_2017_01_15_12_47_34.jpg,600,600,Tomates,70,213,556,388
9df6bd35a95a44a3c69a28209a49eed8.jpeg,600,600,Tomates,284,175,406,463
19958_2017_01_29_13_07_28.jpg,600,600,Tomates,42,123,156,302
1d15c36c227b862d6e482bef7500f517.jpeg,600,600,Tomates,324,88,479,177
18735_2017_02_06_20_54_27.jpg,600,600,Tomates,297,216,601,573
23268_2017_02_17_13_02_40.jpg,600,600,Tomates,281,313,350,433
23268_2017_02_17_13_02_40.jpg,600,600,Tomates,372,290,448,356
ad21c4687c64293079da1fb799e110fd.jpeg,600,600,Tomates,126,179,458,431
302431_2018_04_26_18_14_59_052610.jpg,600,600,Tomates,292,84,403,211
b9cab18e031f11a8b0c76e6f8dd64965.jpeg,600,600,Tomates,184,106,457,320
1dad042fbad71913353da2caebdcb458.jpeg,600,600,Tomates,236,103,500,253
10767_2016_09_29_10_03_32.jpg,600,600,Tomates,246,241,544,564
e84131a3b9be5de7eeff9e6ffac9f4db.jpeg,600,600,Tomates,281,201,450,303
e84131a3b9be5de7eeff9e6ffac9f4db.jpeg,600,600,Tomates,440,294,526,358
e84131a3b9be5de7eeff9e6ffac9f4db.jpeg,600,600,Tomates,279,337,408,478
e84131a3b9be5de7eeff9e6ffac9f4db.jpeg,600,600,Tomates,415,369,496,470
20210_2017_02_02_12_06_52.jpg,600,600,Tomates,28,68,564,498
23144_2017_02_05_21_01_21.jpg,600,600,Tomates,110,262,395,478
6297_2016_07_27_14_31_20.jpg,600,600,Tomates,183,52,479,248
6a79f772642d38668809d1a7577c2221.jpeg,600,600,Tomates,356,495,453,586
316540_2018_04_25_20_52_29_485625.jpg,600,600,Tomates,69,340,143,393
316540_2018_04_25_20_52_29_485625.jpg,600,600,Tomates,501,295,572,364
316540_2018_04_25_20_52_29_485625.jpg,600,600,Tomates,315,306,372,359
224802_2018_04_19_10_08_29_129461.jpg,600,600,Tomates,130,350,263,511
404487_2018_05_24_18_27_57_023815.jpg,600,600,Tomates,145,333,220,408
404487_2018_05_24_18_27_57_023815.jpg,600,600,Tomates,207,418,278,485
404487_2018_05_24_18_27_57_023815.jpg,600,600,Tomates,183,146,264,202
404487_2018_05_24_18_27_57_023815.jpg,600,600,Tomates,271,188,340,259
20044_2017_02_01_14_38_31.jpg,600,600,Tomates,246,129,386,241
235919_2018_04_21_18_58_09_697485.jpg,600,600,Tomates,76,297,376,543
c565b7e79274f47e44f821f188c95767.jpeg,600,600,Tomates,315,180,441,408
317101_2018_04_26_11_32_56_419398.jpg,600,600,Tomates,34,218,70,321
add5b60faf8abeff5558253bd32416cb.jpeg,600,600,Tomates,195,96,269,201
add5b60faf8abeff5558253bd32416cb.jpeg,600,600,Tomates,386,241,557,382
18218_2017_02_06_20_42_01.jpg,600,600,Tomates,0,188,76,295
121538_2018_04_26_17_28_47_822960.jpg,600,600,Tomates,14,243,240,487
27f53f088cb4cde34c5a61153d7a14c5.jpeg,600,600,Tomates,114,227,162,279
27f53f088cb4cde34c5a61153d7a14c5.jpeg,600,600,Tomates,187,263,244,325
27f53f088cb4cde34c5a61153d7a14c5.jpeg,600,600,Tomates,207,453,261,501
22bab4d7c8084b6374e49712b2597ef0.jpeg,600,600,Tomates,381,203,511,394
22bab4d7c8084b6374e49712b2597ef0.jpeg,600,600,Tomates,286,203,368,357
22bab4d7c8084b6374e49712b2597ef0.jpeg,600,600,Tomates,69,259,151,361
ad61f18f1ec33089011f939f41ad1621.jpeg,600,600,Tomates,347,218,497,355
ad61f18f1ec33089011f939f41ad1621.jpeg,600,600,Tomates,173,136,372,384
ad61f18f1ec33089011f939f41ad1621.jpeg,600,600,Tomates,0,331,253,513
ad61f18f1ec33089011f939f41ad1621.jpeg,600,600,Tomates,548,118,601,250
8a927e5e7c7697d072d2bb5a647eafb3.jpeg,600,600,Tomates,124,205,232,272
259391_2018_04_17_18_20_44_450214.jpg,600,600,Tomates,109,359,347,526
259391_2018_04_17_18_20_44_450214.jpg,600,600,Tomates,338,311,579,541
21765_2017_02_04_21_17_33.jpg,600,600,Tomates,349,278,428,453
21370_2017_02_15_11_34_38.jpg,600,600,Tomates,371,165,545,342
f827d36fecc4bc8713bf9c855c0001c8.jpeg,600,600,Tomates,237,231,418,428
396827_2018_05_30_10_55_00_644672.jpg,600,600,Tomates,204,327,351,456
f925994f8ac49a172a48267019bfdd58.jpeg,600,600,Tomates,57,125,236,454
303536_2018_04_24_17_46_25_771200.jpg,600,600,Tomates,172,414,297,498
303536_2018_04_24_17_46_25_771200.jpg,600,600,Tomates,298,354,419,474
317482_2018_04_30_10_41_53_901795.jpg,600,600,Tomates,48,240,500,547
166457_2018_05_02_17_54_58_083257.jpg,600,600,Tomates,122,143,256,279
166457_2018_05_02_17_54_58_083257.jpg,600,600,Tomates,243,148,330,294
4a58694279435d6e3240ce2f2bee78ea.jpeg,600,600,Tomates,89,285,197,399
aa5b46b4334e719cd446f890712886d2.jpeg,600,600,Tomates,96,73,410,367
b5cbcf2e9f31ca7d69ecad7c2d630584.jpeg,600,600,Tomates,366,122,537,268
22123_2017_01_29_15_34_04.jpg,600,600,Tomates,440,43,601,234
77331_2018_04_16_16_20_16_180241.jpg,600,600,Tomates,196,288,435,501
4dda082e4a1d820f7cc32f5cd9dc79be.jpeg,600,600,Tomates,37,124,551,564
329082_2018_04_30_11_34_20_636899.jpg,600,600,Tomates,157,293,206,343
19866_2017_01_27_14_02_59.jpg,600,600,Tomates,319,108,472,219
693e12067c5df669cec9f15e1b599d3d.jpeg,600,600,Tomates,275,536,378,601
313978_2018_04_25_18_04_52_079059.jpg,600,600,Tomates,53,306,601,601
8029_2017_02_09_14_24_35.jpg,600,600,Tomates,151,54,293,252
24629_2017_02_17_20_16_29.jpg,600,600,Tomates,75,352,300,530
220629_2018_05_26_17_44_21_744864.jpg,600,600,Tomates,164,388,233,464
9f129d38c2e4e7cdea689002f1bedd26.jpeg,600,600,Tomates,302,119,492,239
c926530ed791942cc6e7cf1348206511.jpeg,600,600,Tomates,72,73,334,305
c926530ed791942cc6e7cf1348206511.jpeg,600,600,Tomates,279,113,422,259
c926530ed791942cc6e7cf1348206511.jpeg,600,600,Tomates,172,392,391,556
335237_2018_05_03_17_51_02_213359.jpg,600,600,Tomates,191,163,239,228
18934_2017_04_10_11_52_48.jpg,600,600,Tomates,69,66,294,321
19968_2017_03_12_09_34_14.jpg,600,600,Tomates,310,325,491,442
f367f1e6373e7d2c9c4c522ce7f21a89.jpeg,600,600,Tomates,371,206,481,307
23341_2017_02_06_12_27_08.jpg,600,600,Tomates,91,188,390,335
270b0eeda9dc25ffaa0b7a80673026d7.jpeg,600,600,Tomates,465,381,575,507
19901_2017_01_27_21_34_34.jpg,600,600,Tomates,341,142,404,204
28163_2017_04_10_12_15_49.jpg,600,600,Tomates,246,162,392,261
28163_2017_04_10_12_15_49.jpg,600,600,Tomates,91,236,185,297
28163_2017_04_10_12_15_49.jpg,600,600,Tomates,58,175,168,234
305813_2018_04_26_11_03_13_381525.jpg,600,600,Tomates,49,158,159,254
1cb791b47402d1ffdfffca6c1f6cbc90.jpeg,600,600,Tomates,180,363,292,465
89c5b9983dd6fe54f616d316e778e7a0.jpeg,600,600,Tomates,89,189,212,310
22991_2017_02_02_12_12_31.jpg,600,600,Tomates,135,99,365,364
ce67b9b468c6db1c306be98507d08040.jpeg,600,600,Tomates,313,113,473,260
288693_2018_04_20_11_00_09_747782.jpg,600,600,Tomates,150,149,327,295
d8582bcd61e04b67081beeb371d79939.jpeg,600,600,Tomates,455,162,595,248
11713_2016_11_08_12_19_54.jpg,600,600,Tomates,47,186,295,463
43987_2017_06_12_10_56_39_885593.jpg,600,600,Tomates,185,148,459,271
308927_2018_05_01_12_18_47_699778.jpg,600,600,Tomates,371,266,494,392
8709_2016_09_19_12_52_11.jpg,600,600,Tomates,397,320,499,380
8709_2016_09_19_12_52_11.jpg,600,600,Tomates,262,397,363,495
8709_2016_09_19_12_52_11.jpg,600,600,Tomates,88,255,140,341
6e23ca89ab13945cbfa3efc0a8e406f4.jpeg,600,600,Tomates,109,170,546,561
6e23ca89ab13945cbfa3efc0a8e406f4.jpeg,600,600,Tomates,258,110,449,215
6e23ca89ab13945cbfa3efc0a8e406f4.jpeg,600,600,Tomates,29,232,169,418
6e23ca89ab13945cbfa3efc0a8e406f4.jpeg,600,600,Tomates,109,82,240,206
6e23ca89ab13945cbfa3efc0a8e406f4.jpeg,600,600,Tomates,451,156,546,237
14702_2017_03_08_12_03_27.jpg,600,600,Tomates,463,167,553,235
178276528d925d3bf16da10519bbdfa4.jpeg,600,600,Tomates,356,142,448,324
48019_2017_06_11_18_25_40_798084.jpg,600,600,Tomates,300,129,561,454
e732fd6edba21b1b012bcd8ffe021242.jpeg,600,600,Tomates,100,86,386,318
324389_2018_05_02_17_37_16_479452.jpg,600,600,Tomates,83,299,384,552
6c1bfbbfa09257ec747d80ca790c9421.jpeg,600,600,Tomates,117,463,166,521
6c1bfbbfa09257ec747d80ca790c9421.jpeg,600,600,Tomates,472,467,531,520
92a3a57347e91c9e2368159e21b1c4ce.jpeg,600,600,Tomates,106,101,323,391
15855_2017_01_11_21_02_50.jpg,600,600,Tomates,209,284,402,447
299117_2018_04_28_11_08_54_082831.jpg,600,600,Tomates,371,294,538,440
299117_2018_04_28_11_08_54_082831.jpg,600,600,Tomates,127,90,241,177
18953_2017_01_31_06_45_36.jpg,600,600,Tomates,282,253,518,450
18953_2017_01_31_06_45_36.jpg,600,600,Tomates,255,318,319,383
24482_2017_02_15_16_14_31.jpg,600,600,Tomates,100,230,177,352
20308_2017_02_01_22_09_36.jpg,600,600,Tomates,367,266,601,524
04eea8e28cab70050e33cb4841a9fcf5.jpeg,600,600,Tomates,86,274,280,451
24736_2017_02_19_08_01_38.jpg,600,600,Tomates,10,225,407,525
284870_2018_04_13_10_26_12_140985.jpg,600,600,Tomates,327,307,563,526
111438_2018_02_06_18_51_47_625651.jpg,600,600,Tomates,110,232,601,586
2cc7c27bc2d991e5b0fe471ebdda65d7.jpeg,600,600,Tomates,134,52,302,228
23286_2017_02_05_12_12_24.jpg,600,600,Tomates,90,319,170,421
335263_2018_05_29_13_02_37_559697.jpg,600,600,Tomates,84,165,460,524
ccb9e484f9c442bfa8b1707b7b0eecf3.jpeg,600,600,Tomates,71,314,190,506
349253_2018_05_08_11_08_38_536630.jpg,600,600,Tomates,117,221,342,507
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,195,346,263,432
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,190,430,261,490
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,274,401,340,469
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,232,490,283,555
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,378,334,466,403
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,346,434,408,483
22583_2017_01_30_19_11_21.jpg,600,600,Tomates,400,473,447,523
6689349a1cacf74d985d152bcb005bf8.jpeg,600,600,Tomates,333,204,503,530
6689349a1cacf74d985d152bcb005bf8.jpeg,600,600,Tomates,168,76,377,335
280995_2018_04_17_11_33_56_639468.jpg,600,600,Tomates,260,368,327,403
280995_2018_04_17_11_33_56_639468.jpg,600,600,Tomates,383,127,409,171
18552_2017_02_06_20_44_01.jpg,600,600,Tomates,163,321,357,430
20271_2017_02_06_12_25_52.jpg,600,600,Tomates,344,58,487,118
43bd8ae7801e051577420f7cd0eb2c06.jpeg,600,600,Tomates,146,443,244,536
48733bdfa1f2741adb8c47b18166df7a.jpeg,600,600,Tomates,252,374,390,514
e1548d8c0e030db42532123128578bef.jpeg,600,600,Tomates,338,277,407,347
21331_2017_02_04_18_35_25.jpg,600,600,Tomates,17,54,395,578
9c084daf347cf84f2fdb266c99f6abdd.jpeg,600,600,Tomates,385,284,536,487
30435_2017_03_19_22_18_55.jpg,600,600,Tomates,0,0,480,225
373113_2018_05_09_09_54_20_936974.jpg,600,600,Tomates,183,14,384,172
3a0edd8900f5ccf2fc0c38b1e99dce73.jpeg,600,600,Tomates,210,323,314,418
3a0edd8900f5ccf2fc0c38b1e99dce73.jpeg,600,600,Tomates,313,294,435,420
3a0edd8900f5ccf2fc0c38b1e99dce73.jpeg,600,600,Tomates,175,108,401,322
296126_2018_04_19_10_45_50_600020.jpg,600,600,Tomates,18,369,171,472
296126_2018_04_19_10_45_50_600020.jpg,600,600,Tomates,374,11,461,149
256831_2018_04_22_12_57_45_226804.jpg,600,600,Tomates,71,61,127,123
256831_2018_04_22_12_57_45_226804.jpg,600,600,Tomates,208,122,260,183
306110_2018_04_26_07_19_35_277413.jpg,600,600,Tomates,115,306,294,564
306110_2018_04_26_07_19_35_277413.jpg,600,600,Tomates,81,182,195,305
35268_2018_05_11_12_31_10_576134.jpg,600,600,Tomates,335,113,570,386
13063_2016_11_16_20_04_08.jpg,600,600,Tomates,96,169,534,543
17225_2017_01_13_20_34_16.jpg,600,600,Tomates,296,341,368,390
17225_2017_01_13_20_34_16.jpg,600,600,Tomates,205,307,273,358
17225_2017_01_13_20_34_16.jpg,600,600,Tomates,383,426,448,494
34710_2017_04_13_08_51_00.jpg,600,600,Tomates,241,268,377,326
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,12,141,163,415
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,74,369,300,595
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,101,66,254,217
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,244,36,461,196
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,402,113,570,310
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,459,290,596,403
2633bc30fb0f7337b4b460eccbbe9e6a.jpeg,600,600,Tomates,304,401,556,597
22204_2017_01_30_13_36_39.jpg,600,600,Tomates,106,102,403,443
126656_2018_06_04_15_51_19_163407.jpg,600,600,Tomates,278,111,407,281
f4b9a86abfe50899459a25ed11f70251.jpeg,600,600,Tomates,113,132,551,584
f9c7ab43601f982ed44c1b655a52ac36.jpeg,600,600,Tomates,299,152,427,286
106072_2018_04_15_10_30_29_273107.jpg,600,600,Tomates,292,268,512,382
106072_2018_04_15_10_30_29_273107.jpg,600,600,Tomates,414,249,469,313
106072_2018_04_15_10_30_29_273107.jpg,600,600,Tomates,269,229,317,267
85a9e47173bcaa7c5e7599b9df9785c2.jpeg,600,600,Tomates,223,219,357,366
16bc56841491a7843cc90bee366a9e11.jpeg,600,600,Tomates,44,364,304,600
246887_2018_05_05_11_52_42_015393.jpg,600,600,Tomates,362,273,439,334
a7d4b6115101f9ae5b912b9fd5edcac5.jpeg,600,600,Tomates,0,72,601,461
c81c6585921b68bfdbdcbb954c0ce08c.jpeg,600,600,Tomates,299,87,417,203
c81c6585921b68bfdbdcbb954c0ce08c.jpeg,600,600,Tomates,123,331,281,467
35517_2017_04_18_21_45_21.jpg,600,600,Tomates,90,141,154,249
f0a897df53bb9e87f1a2db19f9615a79.jpeg,600,600,Tomates,170,135,525,335
acc861bbd7c0ca5e59fed23ed379138b.jpeg,600,600,Tomates,410,232,574,396
18838_2017_02_15_12_16_11.jpg,600,600,Tomates,83,169,527,442
22052_2017_01_31_22_16_38.jpg,600,600,Tomates,74,48,391,302
130_2016_08_19_16_28_17.jpg,600,600,Tomates,6,146,183,313
21365_2017_01_31_20_17_08.jpg,600,600,Tomates,225,222,436,433
312420_2018_04_25_11_10_22_418365.jpg,600,600,Tomates,144,180,522,393
23123_2017_02_06_11_45_49.jpg,600,600,Tomates,204,66,579,313
19608_2017_01_27_09_08_44.jpg,600,600,Tomates,374,269,549,490
26235_2017_03_08_17_15_49.jpg,600,600,Tomates,45,211,251,497
a5e435f75893f81c1edf1084404d438e.jpeg,600,600,Tomates,258,283,315,340
20190_2017_01_27_14_51_22.jpg,600,600,Tomates,229,130,377,243
20190_2017_01_27_14_51_22.jpg,600,600,Tomates,243,36,313,109
331504_2018_05_01_19_05_16_876995.jpg,600,600,Tomates,76,59,389,315
293699_2018_04_21_10_54_29_352742.jpg,600,600,Tomates,348,146,415,220
b57ee9f5327f16f6aafceebf5609021d.jpeg,600,600,Tomates,367,257,516,425
a6b31e29450d8d01bb9b7069292c6043.jpeg,600,600,Tomates,112,236,268,422
aabfae66825c06ef027e7a3f5abcbc41.jpeg,600,600,Tomates,56,276,243,520
312589_2018_04_25_01_38_43_961692.jpg,600,600,Tomates,327,88,542,255
295816_2018_04_19_10_51_25_743159.jpg,600,600,Tomates,143,105,420,297
27456_2017_03_04_07_53_22.jpg,600,600,Tomates,490,432,601,601
27456_2017_03_04_07_53_22.jpg,600,600,Tomates,503,242,601,393
29b6aab1463933e1789d6a735d9e4a37.jpeg,600,600,Tomates,311,157,409,248
327281_2018_05_27_17_52_21_544743.jpg,600,600,Tomates,114,396,295,564
327281_2018_05_27_17_52_21_544743.jpg,600,600,Tomates,286,31,496,221
4997_2016_07_29_19_13_00.jpg,600,600,Tomates,76,150,217,255
e35de956f4c0a55613ab5650aba086ae.jpeg,600,600,Tomates,196,282,271,368
20214_2017_01_28_07_26_58.jpg,600,600,Tomates,229,93,424,262
20852_2017_01_29_20_37_30.jpg,600,600,Tomates,349,64,530,292
347574_2018_05_08_12_19_59_534834.jpg,600,600,Tomates,148,109,299,328
1bd4791057b8ef59f4c11079e8cd838a.jpeg,600,600,Tomates,104,416,153,465
1bd4791057b8ef59f4c11079e8cd838a.jpeg,600,600,Tomates,151,432,209,515
23563_2017_02_06_12_32_04.jpg,600,600,Tomates,311,174,374,243
989c014f2c6aaa883344a2f51d5ede74.jpeg,600,600,Tomates,171,348,459,451
989c014f2c6aaa883344a2f51d5ede74.jpeg,600,600,Tomates,66,287,175,407
fbd3a4c1051fc228a9adb06b234ecd88.jpeg,600,600,Tomates,209,375,384,483
32932_2017_04_24_20_07_52.jpg,600,600,Tomates,216,58,529,297
27819_2017_03_05_10_57_46.jpg,600,600,Tomates,238,470,370,596
27819_2017_03_05_10_57_46.jpg,600,600,Tomates,208,190,361,337
27819_2017_03_05_10_57_46.jpg,600,600,Tomates,282,323,438,473
6e4a2892a5cf65f59e6952bea97634b1.jpeg,600,600,Tomates,341,249,506,432
9cff1c424506d2548a507280ae3e8782.jpeg,600,600,Tomates,29,419,233,570
9cff1c424506d2548a507280ae3e8782.jpeg,600,600,Tomates,83,143,290,340
9cff1c424506d2548a507280ae3e8782.jpeg,600,600,Tomates,352,314,535,530
230754_2018_04_20_18_05_29_515917.jpg,600,600,Tomates,249,42,406,202
21206_2018_05_09_10_42_03_776746.jpg,600,600,Tomates,136,290,484,476
22758_2017_02_03_20_05_51.jpg,600,600,Tomates,77,97,476,313
e5d0718f64443e2e0e23063f4f10076d.jpeg,600,600,Tomates,67,242,168,294
293387_2018_04_19_18_08_11_383680.jpg,600,600,Tomates,262,268,390,376
100483_2018_04_21_11_17_16_672418.jpg,600,600,Tomates,155,332,423,470
